1436214190.820815,0.006080,172031002249,172031001126,168,168,10,10,39764,8888
1436214190.832870,0.014780,172031001126,172031001189,246,346,16,12,34640,3306
1436214192.444344,1.623611,172031002249,172031001126,168,51492,544,621,39765,8888
1436214192.456738,1.633111,172031001126,172031001189,426,183886,2204,2197,34641,3306
1436214204.787978,0.023754,172031002044,166070136035,48,48,1,1,123,123
1436214231.010552,0.024484,172031001126,171066097126,48,48,1,1,123,123
1436214241.471220,0.000836,172031002044,172031000002,92,199,2,2,49872,53
1436214241.704367,0.001598,172031001019,172031000002,92,199,2,2,55334,53
1436214241.866556,0.008864,172031002053,172031000002,92,199,2,2,51225,53
1436214241.919119,0.009893,172031001189,172031000002,92,199,2,2,36378,53
1436214241.962051,0.000965,172031001102,172031000002,92,199,2,2,37733,53
1436214242.046327,0.000898,172031002149,172031000002,92,199,2,2,34861,53
1436214242.100968,0.000912,172031001126,172031000002,92,199,2,2,54675,53
1436214242.158441,0.000969,172031001057,172031000002,92,199,2,2,58441,53
1436214242.250096,0.009701,172031002249,172031000002,92,199,2,2,42823,53
1436214248.808709,0.011993,172031002053,172031001126,168,168,10,10,45597,8888
1436214248.813815,0.014201,172031001126,172031001189,246,346,16,12,34645,3306
1436214248.904342,0.102268,172031002053,172031001126,168,79880,866,958,45598,8888
1436214254.105130,0.028356,172031002053,192241206171,48,48,1,1,123,123
1436214266.155649,0.003023,172031001019,172031001102,246,346,16,12,47156,3306
1436214266.159522,0.008079,172031002044,172031001019,168,168,10,10,48318,8888
1436214266.261532,0.104764,172031002044,172031001019,168,82992,882,994,48319,8888
1436214267.450484,0.005634,172031002249,172031001126,168,168,10,10,39769,8888
1436214267.462400,0.014241,172031001126,172031001189,246,346,16,12,34646,3306
1436214267.542970,0.092454,172031002249,172031001126,168,67368,716,808,39770,8888
1436214274.355324,0.024535,172031002149,171066097126,48,48,1,1,123,123
1436214275.009836,0.054739,172031001126,199102046080,48,48,1,1,123,123
1436214294.016999,0.008808,172031002053,70035113044,48,48,1,1,123,123
1436214301.967555,0.023428,172031001126,69050231130,48,48,1,1,123,123
1436214310.119914,95.135842,172031001057,172031001189,12564588,1646102,149594,149608,40944,3306
1436214317.324934,0.050973,172031002149,67018187111,48,48,1,1,123,123
1436214322.271956,0.026635,172031002149,162243148227,48,48,1,1,123,123
1436214337.061730,0.050120,172031002053,72014183239,48,48,1,1,123,123
1436214340.230829,0.064074,172031001019,67212115147,48,48,1,1,123,123
1436214355.097176,0.000385,172031001126,172031001001,108,108,1,1,68,67
1436214361.265270,0.000866,172031002053,172031000002,92,199,2,2,57169,53
1436214361.425515,0.000846,172031001189,172031000002,92,199,2,2,55320,53
1436214361.468611,0.008626,172031001126,172031000002,92,199,2,2,53387,53
1436214361.486926,0.000725,172031001189,172031000002,92,199,2,2,33215,53
1436214361.486932,0.000579,172031001189,172031000002,92,199,2,2,51104,53
1436214361.580220,0.010427,172031002149,172031000002,92,199,2,2,53269,53
1436214361.625255,0.008736,172031001102,172031000002,92,199,2,2,41511,53
1436214361.630752,0.000271,172031002149,172031000002,92,199,2,2,54219,53
1436214361.651538,0.000711,172031002249,172031000002,92,199,2,2,37048,53
1436214361.672881,0.001232,172031001057,172031000002,92,199,2,2,45099,53
1436214361.677432,0.000236,172031001102,172031000002,92,199,2,2,57841,53
1436214361.729583,0.000321,172031001057,172031000002,92,199,2,2,41382,53
1436214361.730874,0.000204,172031001057,172031000002,92,199,2,2,47122,53
1436214361.927647,0.049552,172031002044,172031000002,92,199,2,2,34918,53
1436214362.166801,0.009057,172031001019,172031000002,92,199,2,2,54037,53
1436214372.071861,0.000355,172031001019,172031001001,108,108,1,1,68,67
1436214376.006862,0.025789,172031002053,204002134164,48,48,1,1,123,123
1436214380.778215,0.093304,172031002044,64006144006,48,48,1,1,123,123
1436214383.133730,0.055645,172031001019,67223063009,48,48,1,1,123,123
1436214431.913042,0.012913,172031002053,172031001126,168,168,10,10,45602,8888
1436214431.917791,0.014334,172031001126,172031001189,246,346,16,12,34651,3306
1436214433.294092,0.000000,172031002149,204002134164,48,,1,,123,123
1436214434.018545,2.112375,172031002053,172031001126,168,81060,866,973,45603,8888
1436214434.023513,2.114486,172031001126,172031001189,426,238738,2848,2850,34652,3306
1436214449.265909,0.003223,172031001019,172031001102,246,346,16,12,47161,3306
1436214449.269982,0.008373,172031002044,172031001019,168,168,10,10,48323,8888
1436214449.392822,0.125522,172031002044,172031001019,168,98269,1088,1176,48324,8888
1436214466.551195,0.005390,172031002249,172031001126,168,168,10,10,39774,8888
1436214466.562904,0.014043,172031001126,172031001189,246,346,16,12,34653,3306
1436214466.613064,0.061652,172031002249,172031001126,168,42084,436,507,39775,8888
1436214481.344629,0.000889,172031001102,172031000002,92,199,2,2,45613,53
1436214481.365273,0.005956,172031001189,172031000002,92,199,2,2,59606,53
1436214481.392357,0.000925,172031002044,172031000002,92,199,2,2,44537,53
1436214481.406722,0.000876,172031002149,172031000002,92,199,2,2,43777,53
1436214481.496899,0.012559,172031001057,172031000002,92,199,2,2,53468,53
