1436824569.356351,0.006371,172031002249,172031001126,168,34,10,10,48492,8888
1436824569.356841,0.003792,172031001126,172031001189,246,286,16,12,43922,3306
1436824569.360298,0.003392,172031001126,172031001189,246,286,16,12,43923,3306
1436824569.361893,0.008186,172031002053,172031001126,168,34,10,10,41768,8888
1436824571.171143,0.001658,172031001019,172031001102,246,346,16,12,55750,3306
1436824571.171674,0.004821,172031002044,172031001019,168,168,10,10,58755,8888
1436824571.237508,0.065527,172031002044,172031001019,168,45612,460,549,58756,8888
1436824582.125071,0.050664,172031002053,72014183239,48,48,1,1,123,123
1436824621.394359,0.000857,172031001189,172031000002,92,199,2,2,44423,53
1436824621.796320,0.000886,172031001126,172031000002,92,199,2,2,53013,53
1436824604.538656,0.007068,172031001189,108061194085,48,48,1,1,123,123
1436824622.041353,0.026397,172031002053,192241206171,48,48,1,1,123,123
1436824622.136159,0.000879,172031002053,172031000002,92,199,2,2,43641,53
1436824622.216939,0.001013,172031002249,172031000002,92,199,2,2,40684,53
1436824629.362533,0.006772,172031002249,172031001126,168,34,10,10,48496,8888
1436824629.362865,0.003800,172031001126,172031001189,246,286,16,12,43927,3306
1436824629.366795,0.003736,172031001126,172031001189,246,286,16,12,43928,3306
1436824629.368399,0.009250,172031002053,172031001126,168,34,10,10,41772,8888
1436824632.244697,0.001627,172031001019,172031001102,246,346,16,12,55751,3306
1436824632.245423,0.005097,172031002044,172031001019,168,168,10,10,58757,8888
1436824632.331152,0.085316,172031002044,172031001019,168,57456,612,690,58758,8888
1436824681.293852,0.000900,172031002044,172031000002,92,199,2,2,38962,53
1436824681.395986,0.001039,172031002149,172031000002,92,199,2,2,34584,53
1436824681.401306,0.000728,172031001019,172031000002,92,199,2,2,52245,53
1436824681.499196,0.000837,172031001057,172031000002,92,199,2,2,52038,53
1436824681.679904,0.000890,172031001102,172031000002,92,199,2,2,44476,53
1436824690.368146,0.006228,172031002249,172031001126,168,34,10,10,48497,8888
1436824690.368652,0.003721,172031001126,172031001189,246,286,16,12,43929,3306
1436824690.371940,0.003301,172031001126,172031001189,246,286,16,12,43930,3306
1436824690.373559,0.007935,172031002053,172031001126,168,34,10,10,41773,8888
1436824695.021698,0.016627,172031001126,74117214003,48,48,1,1,123,123
1436824693.338386,0.001628,172031001019,172031001102,246,346,16,12,55755,3306
1436824693.338903,0.004936,172031002044,172031001019,168,168,10,10,58762,8888
1436824693.414608,0.075461,172031002044,172031001019,168,54837,582,660,58763,8888
1436824710.352431,0.024503,172031002149,171066097126,48,48,1,1,123,123
1436824711.848113,84.065504,172031002149,172031001102,12789192,1675516,152268,152284,44496,3306
1436824720.275710,0.025412,172031002149,204002134164,48,48,1,1,123,123
1436824741.548777,0.001086,172031002053,172031000002,92,199,2,2,42928,53
1436824741.619787,0.001016,172031002249,172031000002,92,199,2,2,60297,53
1436824741.797501,0.000916,172031001189,172031000002,92,199,2,2,40605,53
1436824742.146617,0.000924,172031001126,172031000002,92,199,2,2,56654,53
1436824743.034637,0.000029,91121242208,172031001019,,,1,1,58701,80
1436824747.751788,0.084560,172031001057,64246132014,48,48,1,1,123,123
1436824751.374338,0.006795,172031002249,172031001126,168,34,10,10,48501,8888
1436824751.374789,0.003782,172031001126,172031001189,246,286,16,12,43934,3306
1436824751.378428,0.003459,172031001126,172031001189,246,286,16,12,43935,3306
1436824751.380110,0.009312,172031002053,172031001126,168,34,10,10,41777,8888
1436824754.421855,0.001670,172031001019,172031001102,246,346,16,12,55756,3306
1436824754.422635,0.005147,172031002044,172031001019,168,168,10,10,58764,8888
1436824754.513230,0.090164,172031002044,172031001019,168,66210,748,795,58765,8888
1436824801.265137,0.002032,172031001102,172031000002,60,108,1,1,46897,53
1436824801.274754,0.009552,172031001102,172031000002,33,108,1,1,45622,53
1436824801.276445,0.001635,172031001102,172031000002,60,76,1,1,34956,53
1436824801.295553,0.000272,172031001102,172031000002,60,108,1,1,56508,53
1436824801.295805,0.000196,172031001102,172031000002,60,76,1,1,48309,53
1436824801.301456,0.001646,172031001126,172031000002,60,108,1,1,60656,53
1436824801.301691,0.000167,172031001126,172031000002,33,108,1,1,57830,53
1436824801.303277,0.001542,172031001126,172031000002,60,76,1,1,50964,53
1436824801.313469,0.000176,172031001126,172031000002,60,108,1,1,59294,53
1436824801.313669,0.000145,172031001126,172031000002,60,76,1,1,59958,53
1436824801.467218,0.001681,172031002044,172031000002,59,108,1,1,55821,53
1436824801.467505,0.000223,172031002044,172031000002,32,107,1,1,37661,53
1436824801.470031,0.002468,172031002044,172031000002,59,75,1,1,55238,53
1436824801.490247,0.000239,172031002044,172031000002,59,108,1,1,40680,53
1436824801.490508,0.000201,172031002044,172031000002,59,75,1,1,45189,53
1436824801.518847,0.000963,172031001102,172031000002,92,199,2,2,34407,53
1436824801.578812,0.000487,172031001102,172031000002,92,199,2,2,36658,53
1436824801.580604,0.000286,172031001102,172031000002,92,199,2,2,56584,53
1436824801.580674,0.002003,172031001019,172031000002,59,108,1,1,35595,53
1436824801.580893,0.000154,172031001019,172031000002,32,107,1,1,40488,53
1436824801.582895,0.001961,172031001019,172031000002,59,75,1,1,33850,53
1436824801.595335,0.000158,172031001019,172031000002,59,108,1,1,38931,53
1436824801.595538,0.000153,172031001019,172031000002,59,75,1,1,43922,53
1436824801.704985,0.002609,172031002053,172031000002,59,108,1,1,53385,53
1436824801.705227,0.000172,172031002053,172031000002,32,107,1,1,33634,53
1436824801.706888,0.001620,172031002053,172031000002,59,75,1,1,56828,53
1436824801.712267,0.000931,172031002044,172031000002,92,199,2,2,55940,53
1436824801.715622,0.000180,172031002053,172031000002,59,108,1,1,39171,53
1436824801.715823,0.000152,172031002053,172031000002,59,75,1,1,42818,53
1436824801.724244,0.001906,172031002149,172031000002,60,108,1,1,59335,53
1436824801.724473,0.000170,172031002149,172031000002,33,108,1,1,54836,53
1436824801.725950,0.001435,172031002149,172031000002,60,76,1,1,49078,53
1436824801.728044,0.002240,172031002249,172031000002,60,108,1,1,38883,53
1436824801.728274,0.000163,172031002249,172031000002,33,108,1,1,53743,53
